Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Pongo abelii BRCA1 DNA repair associated (BRCA1), transcript variant X6, mRNA",Pongo abelii,11465,11465,93%,0.0,98.12,6608,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_024235547.3?report=genbank&log$=nucltop&blast_rank=81&RID=X1JTA680014"",""XM_024235547.3"")"
"PREDICTED: Pongo abelii BRCA1 DNA repair associated (BRCA1), transcript variant X11, mRNA",Pongo abelii,11444,11444,93%,0.0,98.07,6606,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054546457.2?report=genbank&log$=nucltop&blast_rank=82&RID=X1JTA680014"",""XM_054546457.2"")"
"PREDICTED: Pongo abelii BRCA1 DNA repair associated (BRCA1), transcript variant X5, mRNA",Pongo abelii,11444,11444,93%,0.0,98.07,6604,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_009251699.4?report=genbank&log$=nucltop&blast_rank=83&RID=X1JTA680014"",""XM_009251699.4"")"
"PREDICTED: Pan paniscus BRCA1 DNA repair associated (BRCA1), transcript variant X3, mRNA",Pan paniscus,11367,13223,97%,0.0,99.19,17521,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_057300183.2?report=genbank&log$=nucltop&blast_rank=84&RID=X1JTA680014"",""XM_057300183.2"")"
"PREDICTED: Theropithecus gelada BRCA1, DNA repair associated (BRCA1), transcript variant X3, mRNA",Theropithecus gelada,11352,11352,100%,0.0,95.59,7118,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025363313.1?report=genbank&log$=nucltop&blast_rank=85&RID=X1JTA680014"",""XM_025363313.1"")"
"PREDICTED: Pan paniscus BRCA1 DNA repair associated (BRCA1), transcript variant X4, mRNA",Pan paniscus,11348,13187,97%,0.0,99.14,17604,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_057300184.2?report=genbank&log$=nucltop&blast_rank=86&RID=X1JTA680014"",""XM_057300184.2"")"
"PREDICTED: Rhinopithecus roxellana BRCA1 DNA repair associated (BRCA1), transcript variant X1, mRNA",Rhinopithecus roxellana,11346,11346,100%,0.0,95.57,7268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_030923110.1?report=genbank&log$=nucltop&blast_rank=87&RID=X1JTA680014"",""XM_030923110.1"")"
"PREDICTED: Pongo abelii BRCA1 DNA repair associated (BRCA1), transcript variant X1, mRNA",Pongo abelii,11345,11486,93%,0.0,98.23,6698,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_009251700.4?report=genbank&log$=nucltop&blast_rank=88&RID=X1JTA680014"",""XM_009251700.4"")"
"PREDICTED: Macaca fascicularis BRCA1 DNA repair associated (BRCA1), transcript variant X8, mRNA",Macaca fascicularis,11341,11341,100%,0.0,95.56,7208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_074019704.1?report=genbank&log$=nucltop&blast_rank=89&RID=X1JTA680014"",""XM_074019704.1"")"
"PREDICTED: Macaca nemestrina BRCA1 DNA repair associated (LOC105472075), transcript variant X1, mRNA",Macaca nemestrina,11341,11341,100%,0.0,95.59,7847,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_011725001.3?report=genbank&log$=nucltop&blast_rank=90&RID=X1JTA680014"",""XM_011725001.3"")"
"PREDICTED: Pan troglodytes BRCA1 DNA repair associated (BRCA1), transcript variant X20, mRNA",Pan troglodytes,11337,12465,98%,0.0,99.14,6966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054669722.2?report=genbank&log$=nucltop&blast_rank=91&RID=X1JTA680014"",""XM_054669722.2"")"
"PREDICTED: Pan troglodytes BRCA1 DNA repair associated (BRCA1), transcript variant X19, mRNA",Pan troglodytes,11337,12504,98%,0.0,99.14,6970,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054669723.2?report=genbank&log$=nucltop&blast_rank=92&RID=X1JTA680014"",""XM_054669723.2"")"
"PREDICTED: Pan troglodytes BRCA1 DNA repair associated (BRCA1), transcript variant X18, mRNA",Pan troglodytes,11337,12485,98%,0.0,99.14,7184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054669720.2?report=genbank&log$=nucltop&blast_rank=93&RID=X1JTA680014"",""XM_054669720.2"")"
"PREDICTED: Pan troglodytes BRCA1 DNA repair associated (BRCA1), transcript variant X17, mRNA",Pan troglodytes,11337,12524,98%,0.0,99.14,6981,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054669721.2?report=genbank&log$=nucltop&blast_rank=94&RID=X1JTA680014"",""XM_054669721.2"")"
"PREDICTED: Theropithecus gelada BRCA1, DNA repair associated (BRCA1), transcript variant X4, mRNA",Theropithecus gelada,11330,11330,100%,0.0,95.53,7204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_025363314.1?report=genbank&log$=nucltop&blast_rank=95&RID=X1JTA680014"",""XM_025363314.1"")"
"PREDICTED: Macaca thibetana thibetana BRCA1 DNA repair associated (BRCA1), transcript variant X3, mRNA",Macaca thibetana thibetana,11330,11330,100%,0.0,95.53,7901,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_050762522.1?report=genbank&log$=nucltop&blast_rank=96&RID=X1JTA680014"",""XM_050762522.1"")"
"PREDICTED: Rhinopithecus roxellana BRCA1 DNA repair associated (BRCA1), transcript variant X5, mRNA",Rhinopithecus roxellana,11328,11328,100%,0.0,95.53,7265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_030923114.1?report=genbank&log$=nucltop&blast_rank=97&RID=X1JTA680014"",""XM_030923114.1"")"
"PREDICTED: Pongo abelii BRCA1 DNA repair associated (BRCA1), transcript variant X9, mRNA",Pongo abelii,11326,11468,93%,0.0,98.18,6696,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054546455.2?report=genbank&log$=nucltop&blast_rank=98&RID=X1JTA680014"",""XM_054546455.2"")"
"PREDICTED: Pongo abelii BRCA1 DNA repair associated (BRCA1), transcript variant X8, mRNA",Pongo abelii,11326,11468,93%,0.0,98.18,6696,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054546454.2?report=genbank&log$=nucltop&blast_rank=99&RID=X1JTA680014"",""XM_054546454.2"")"
"PREDICTED: Macaca fascicularis BRCA1 DNA repair associated (BRCA1), transcript variant X15, mRNA",Macaca fascicularis,11322,11322,100%,0.0,95.52,7205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_074019708.1?report=genbank&log$=nucltop&blast_rank=100&RID=X1JTA680014"",""XM_074019708.1"")"



		


